Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7335965792,GUV7489,NY,PAS,05/30/2015,71,SUBN,ME/BE,T,18370,10210,10110,,0019,19,19,361127,T103,S,0331P,,NY,O,201,E 69th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WHITE,,0,,0,C 77,71A-Insp Sticker Expired (NYS),,,
7706959442,ZRL68G,NJ,PAS,11/24/2014,37,SUBN,HONDA,T,26230,35080,35130,,0070,70,70,361373,T302,R,0246P,0204P,K,F,711,Church Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,1000A,0700P,GREY,,0,350-3007,0,09 3,37-Expired Muni Meter,,,
7759138271,560894,NY,PAS,06/17/2015,40,4DSD,NISSA,T,16590,17240,17390,,102,102,102,345317,T402,X,0538A,,Q,F,8577,80th St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,BK,,2013,,3,G 42,40-Fire Hydrant,,,
7286691120,GJX8069,NY,PAS,08/05/2014,38,SUBN,ME/BE,T,15710,35010,35030,,0020,20,20,351262,T103,K,1108A,,NY,F,61,Columbus Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0730A,0700P,LTG,,0,,0,C 77,38-Failure to Display Muni Rec,,,
7305583765,55530ME,NY,COM,08/14/2014,38,VAN,FORD,T,25390,17450,17470,,0014,14,14,359607,T102,H,1039A,,NY,O,1,Madison Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2014,,0,22 6,38-Failure to Display Muni Rec,,,
7933833240,GPW1030,NY,PAS,03/11/2015,20,SUBN,NISSA,T,32645,17190,17210,,0006,6,6,361292,T101,C,0103P,,NY,F,70,University Pl,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,WH,,2014,,0,28 1,20A-No Parking (Non-COM),,,
8011067618,72AE56,NY,MOT,11/30/2014,70,MCY,YAMAH,T,35590,52390,36590,,109,109,109,358858,T401,K,1225P,,Q,F,140-60,Beech Ave,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BLACK,,0,,0,05 4,70A-Reg. Sticker Expired (NYS),,,
8010834245,GDM4261,NY,PAS,03/17/2015,21,SUBN,LEXUS,T,35350,15710,11710,,0020,20,20,361307,T103,K,1107A,,NY,F,172,W 79th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,GY,,2013,,0,41 7,21-No Parking (street clean),,,
7082856416,AN837B,NJ,PAS,02/12/2015,84,DELV,HINO,T,24890,18010,18030,,0017,17,17,331307,T400,A,0816A,,NY,F,575,Lexington Ave,,01/05/0001 12:00:00 PM,408,k7,,,,,WHITE,,0,,0,01 9,84-Platform lifts in low posit,,,
1374924209,88336JH,NY,COM,09/02/2014,46,VAN,FORD,P,27790,18450,18470,,0019,19,406,919082,0406,0000,1104A,,NY,F,778,PARK AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WH,0,2011,-,0,,,,,
7726253034,B89EJR,NJ,PAS,06/16/2015,21,SUBN,FORD,T,13790,68690,20190,,112,112,112,340066,T401,M,0902A,,Q,F,105-10,66th Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,BLACK,,0,,0,L 41,21-No Parking (street clean),,,
7425567684,T636301C,NY,OMT,10/07/2014,70,4DSD,TOYOT,T,0,40404,40404,,0052,52,52,361108,T201,G,0216P,,BX,I,,JEROME AND GUN HILL,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BK,,2014,,0,41 2,70A-Reg. Sticker Expired (NYS),,,
7095491409,XBVV11,NJ,PAS,10/30/2014,85,DELV,INTER,T,21890,6440,6940,,109,109,109,354200,T803,B,0127A,1025P,Q,O,20-85,130th St,,01/05/0001 12:00:00 PM,408,k5,,,,,WHITE,,0,,0,K 42,85-Storage-3 hour Commercial,,,
1382089958,36780MG,NY,COM,06/04/2015,46,VAN,CHEVR,P,29090,19290,19310,,0025,25,25,897937,0025,0000,1024A,,NY,F,328,PLEASANT AVE,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,WHT,0,2002,-,0,,,,,
7002556484,DWM6999,NY,PAS,07/01/2014,71,SUBN,NISSA,T,7990,9090,64290,,114,114,114,361048,T401,R,0523P,,Q,F,38-07,31st Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2007,,0,S 41,71A-Insp Sticker Expired (NYS),,,
7922091321,92734JU,NY,COM,04/30/2015,20,VAN,FRUEH,T,27590,16410,14010,,0007,7,7,361304,T101,D,0216P,1200P,NY,F,2,Orchard St,,,408,d,,YYYYYYY,,,BROWN,,2006,,0,75 1,20-No Parking (Com Plate),,,
8030819481,GRT3876,NY,PAS,03/20/2015,21,SUBN,LINCO,T,19390,10210,10110,,0025,25,25,346357,T103,AA,1150A,,NY,F,236,E 122nd St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,GY,,1999,,0,A 77,21-No Parking (street clean),,,
7431933710,84100KA,NY,COM,04/06/2015,38,VAN,FORD,T,51090,20340,20390,,102,102,102,361100,T402,B,0523P,,Q,F,109-15,Jamaica Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2010,,0,19 4,38-Failure to Display Muni Rec,,,
7015573805,GRD8064,NY,PAS,03/09/2015,21,2DSD,MINI,T,31190,36690,36710,,0030,30,30,345331,T103,A,0914A,,NY,F,733,St Nicholas Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,BK,,2014,,0,N 77,21-No Parking (street clean),,,
7808629625,GFN4898,NY,PAS,07/12/2014,38,SUBN,HYUND,T,5780,19330,86530,,0078,78,78,357789,T302,P,0122P,,K,O,80,7th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2013,,0,59 3,38-Failure to Display Muni Rec,,,
8008718328,96088MD,NY,COM,11/01/2014,78,PICK,FORD,T,27730,86730,29030,,0076,76,76,353041,T802,A,0013A,,K,F,135,Coffey St,,01/05/0001 12:00:00 PM,408,k6,,YYYYYYY,0900P,0500A,WHITE,,0,,0,G 31,78-Nighttime PKG on Res Street,,,
7867595650,AVL5965,NY,PAS,09/19/2014,31,SUBN,VOLKS,T,34190,10510,10610,,0013,13,13,361133,T102,L,0855A,,NY,F,146,W 21st St,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0800A,0700P,BL,,2012,,0,MC 9,31-No Stand (Com. Mtr. Zone),,,
7490274230,MRTEKPOS,NY,SRF,11/13/2014,70,SUBN,MAZDA,T,59990,22590,17090,,107,107,107,353158,T402,C,0318P,,Q,F,137-69,Queens Blvd,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,GY,,2014,,0,01 4,70A-Reg. Sticker Expired (NYS),,,
7526358687,EBV2726,NY,PAS,12/31/2014,21,4DSD,VOLKS,T,52530,57030,55430,,0094,94,94,357052,T301,M,0955A,,K,F,59,Jackson St,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,GR,,2007,,0,O 31,21-No Parking (street clean),,,
7526358687,EBV2726,NY,PAS,12/31/2014,21,4DSD,VOLKS,T,52530,57030,55430,,0094,94,94,357052,T301,M,0955A,,K,F,59,Jackson St,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,GR,,2007,,0,O 31,21-No Parking (street clean),,,
7118353980,ENF5996,NY,PAS,12/26/2014,37,SUBN,ACURA,T,6430,5580,5680,,0078,78,78,349839,T302,B,0225P,0212P,K,F,269,13th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0930A,0700P,GY,,2014,314-9786,0,56 3,37-Expired Muni Meter,,,
8025618031,DTT5347,NY,PAS,05/07/2015,21,PICK,DODGE,T,41690,61890,45490,,104,104,104,356199,T401,A,1009A,,Q,F,18-31,Decatur St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,SILVE,,2011,,0,66,21-No Parking (street clean),,,
7009834027,EPW8014,NY,PAS,09/16/2014,17,4DSD,SATUR,T,18930,10410,25390,,0023,23,23,361349,T103,R,0123P,,NY,O,38,E 98th St,,01/05/0001 12:00:00 PM,408,c4,,YYYYYYY,,,GL,,0,,0,61 7,17-No Stand (exc auth veh),,,
7978224764,GEG6797,NY,PAS,01/24/2015,70,4DSD,TOYOT,T,37290,7300,7740,,114,114,114,359327,T401,F,0139P,,Q,F,25-11,Broadway,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,GY,,2011,,0,31-P,70A-Reg. Sticker Expired (NYS),,,
7978224764,GEG6797,NY,PAS,01/24/2015,70,4DSD,TOYOT,T,37290,7300,7740,,114,114,114,359327,T401,F,0139P,,Q,F,25-11,Broadway,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,GY,,2011,,0,31-P,70A-Reg. Sticker Expired (NYS),,,
7538727553,DKR6149,NY,PAS,02/11/2015,71,4DSD,TOYOT,T,36630,51130,12380,,0063,63,63,349483,T302,D,1249P,,K,O,1235,E 40th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,TN,,2005,,0,11 3,71A-Insp Sticker Expired (NYS),,,
7092189469,62072JM,NY,COM,08/08/2014,19,DELV,GMC,T,54580,61390,54790,,109,109,109,358926,T401,H,0113P,,Q,F,41-60,Main St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BROWN,,1988,,0,03 4,19-No Stand (bus stop),,,
7615711587,32081JB,NY,COM,07/08/2014,38,VAN,INTER,T,59990,9890,10090,,108,108,108,359581,T401,I,0315P,,Q,O,43-03,Queens Blvd,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0400P,WHITE,,1997,,0,38 4,38-Failure to Display Muni Rec,,,
8003426856,GMB8736,NY,PAS,09/24/2014,37,4DSD,NISSA,T,23140,0,0,,103,103,103,356551,T402,A,1133A,0941A,Q,I,W,148th St,45ft N/of Archer Ave,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BL,,2007,403-3023,0,10 4,37-Expired Muni Meter,,,
7046619438,2028693,IN,PAS,03/31/2015,14,REFG,FRUEH,T,21740,14810,28690,,0006,6,6,361276,T101,F,0211P,,NY,F,52,Greenwich Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,67 1,14-No Standing,,,
8016159916,EAT3,VA,PAS,01/13/2015,21,4DSD,TOYOT,T,86530,67030,64830,,0071,71,71,358575,T302,Q,0946A,,K,F,1282,Union St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,RED,,0,,0,C 32,21-No Parking (street clean),,,
7434365560,AKX1221,NY,PAS,06/20/2015,19,4DSD,HYUND,T,28890,0,0,,102,102,102,353104,T402,R,0338P,,Q,I,W,Atlantic Ave,28ft S/of 100th St,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BL,,2013,,0,G 42,19-No Stand (bus stop),,,
8014677730,11562JY,NY,COM,04/30/2015,69,VAN,CHEVR,T,34430,10510,10610,,0013,13,13,361133,T102,L,0119P,,NY,F,100,W 33rd St,,01/05/0001 12:00:00 PM,408,h1,,YYYYYY,0700A,0600P,WHITE,,2007,,0,MC 9,69-Failure to Disp Muni Recpt,,,
7095979017,AGL4315,NY,PAS,07/11/2014,21,4DSD,ME/BE,T,18810,10410,25390,,0019,19,19,358934,T103,H,1135A,,NY,F,26,E 91st St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,WH,,2014,,0,C 77,21-No Parking (street clean),,,
7024327868,AS339L,NJ,PAS,04/28/2015,19,TRAC,FRUEH,T,29620,73220,59920,,0045,45,45,362273,T201,G,1038A,,BX,O,3211,E Tremont Ave,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,OTHER,,0,,0,07 2,19-No Stand (bus stop),,,
7804778480,64313MB,NY,COM,01/13/2015,38,VAN,FORD,T,24890,18390,18410,,0019,19,19,361371,T103,J,1134A,,NY,F,964,Lexington Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,1000A,0700P,WH,,2012,,0,CC1,38-Failure to Display Muni Rec,,,
7804778480,64313MB,NY,COM,01/13/2015,38,VAN,FORD,T,24890,18390,18410,,0019,19,19,361371,T103,J,1134A,,NY,F,964,Lexington Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,1000A,0700P,WH,,2012,,0,CC1,38-Failure to Display Muni Rec,,,
1382161499,GPC1207,NY,PAS,05/02/2015,46,SDN,MERCU,P,24690,36570,36590,,0032,32,162,953638,0162,0000,0911P,,NY,F,605,LENOX AVE,,01/05/0001 12:00:00 PM,408,C,,BBBBBBB,ALL,ALL,GRAY,0,2009,-,0,,,,,
7839559256,28617JJ,NY,COM,08/05/2014,14,VAN,CHEVR,T,34650,10510,13610,,0018,18,18,358204,T106,B,0944A,,NY,F,110,W 44th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,1994,,0,22 6,14-No Standing,,,
7136292062,56497JT,NY,COM,08/04/2014,21,VAN,CHEVR,T,8740,7790,7990,,114,114,114,359318,T401,A,0923A,,Q,F,30-12,36th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,WHITE,,0,,0,28 4,21-No Parking (street clean),,,
8029560503,XY214Z,NJ,PAS,04/18/2015,82,DELV,NS/OT,T,0,0,0,,0014,14,14,350408,T106,M,0731A,,NY,I,S,W 40th St,300ft W/of 7th Ave,01/05/0001 12:00:00 PM,408,k1,,,,,WHITE,,0,,0,22 6,82-Unaltered Commerc Vehicle,,,
7945197620,XAYL79,NJ,PAS,12/24/2014,14,DELV,FORD,T,17150,0,0,,0001,1,1,357699,T101,A,1000A,,NY,I,S,E 8th St,45ft W/of Lafayette,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,02 1,14-No Standing,,,
7178736124,CWU9838,NY,PAS,11/10/2014,38,4DSD,HONDA,T,10010,17110,17130,,0009,9,9,361274,T101,E,0522P,,NY,F,114,1st Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLACK,,2006,,0,70 1,38-Failure to Display Muni Rec,,,
8008492971,GFG1010,NY,PAS,01/30/2015,38,SUBN,PORSC,T,30790,16150,13610,,0005,5,5,357086,T105,C,0809P,,NY,F,83,Spring St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0600P,1000P,BK,,2006,,0,086,38-Failure to Display Muni Rec,,,
7150766079,GAW8034,NY,PAS,12/14/2014,14,4DSD,DODGE,T,34190,10410,10510,,0010,10,10,356550,T800,B2,0207A,,NY,F,37,W 21st St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,1100P,0600A,BK,,2010,,0,B 77,14-No Standing,,,
7397971854,GNK5308,NY,PAS,03/19/2015,16,SUBN,CHEVR,T,26040,78150,15720,,0040,40,40,358909,T201,I,0228P,,BX,O,409,E 146th St,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0700A,0400P,GY,,2002,,0,V 21,16A-No Std (Com Veh) Non-COM,,,
7895955512,42112JM,NY,COM,08/13/2014,14,DELV,FRUEH,T,0,0,0,,0018,18,18,345275,T106,A,0915A,,NY,I,N,W 58th St,300ft E/of 11th Ave,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,1997,,0,D 17,14-No Standing,,,
7307430022,62992MD,NY,COM,06/30/2014,19,VAN,MITSU,T,18570,24890,10210,,0019,19,19,356214,T103,O,1028A,,NY,F,150,E 79th St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WH,,2014,,0,08 7,19-No Stand (bus stop),,,
1376158619,14885JB,NY,COM,11/10/2014,78,VAN,GMC,P,23190,23090,21240,,0006,6,6,951100,0006,0000,0220A,,NY,O,645,HUDSON ST,,01/05/0001 12:00:00 PM,408,K6,,BBBBBBB,ALL,ALL,WHITE,0,2005,-,0,,,,,
1366063466,GRN9223,NY,PAS,10/26/2014,20,SDN,NISSA,P,31820,45120,35320,,0041,41,41,938278,0041,0000,0627A,,BX,F,812,FAILE ST,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,BL,0,2014,-,0,,,,,
7596852117,651WZG,FL,PAS,03/17/2015,20,4DSD,VOLKS,T,10410,17250,17270,,0006,6,6,333012,T108,M,0024A,,NY,O,72,5th Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,GREY,,0,,0,04 8,20A-No Parking (Non-COM),,,
8002420810,XAJY32,NJ,PAS,08/19/2014,14,DELV,FRUEH,T,34570,10610,10810,,0014,14,14,345063,T106,D,0756A,,NY,O,250,W 40th St,,01/05/0001 12:00:00 PM,408,c,,Y,0700A,1000A,RED,,0,,0,99 6,14-No Standing,,,
7521506212,GGF5606,NY,PAS,08/12/2014,71,2DSD,BMW,T,24430,43330,42730,,0088,88,88,356271,T301,C,1150A,,K,O,99,Cambridge Pl,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,1982,,0,06 3,71A-Insp Sticker Expired (NYS),,,
1364295799,FLY2377,NY,PAS,11/25/2014,51,SUBN,CHRYS,P,89330,69230,63030,,0079,79,79,929364,0079,0000,0825P,,K,O,108,WALWORTH,,01/05/0001 12:00:00 PM,408,J2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1374642101,FRS9572,NY,PAS,01/12/2015,21,SDN,NISSA,S,18630,62330,83030,,0071,71,0,818746,BN09,0000,0945A,,NY,O,1700,BEDFORD AVE,,01/05/0001 12:00:00 PM,408,D1,,YBBYBBB,0830A,1000A,BLACK,0,2007,-,0,,,,,
1374642101,FRS9572,NY,PAS,01/12/2015,21,SDN,NISSA,S,18630,62330,83030,,0071,71,0,818746,BN09,0000,0945A,,NY,O,1700,BEDFORD AVE,,01/05/0001 12:00:00 PM,408,D1,,YBBYBBB,0830A,1000A,BLACK,0,2007,-,0,,,,,
7623830855,65664JE,NY,COM,08/06/2014,17,UTIL,GMC,T,10340,40404,40404,,108,108,108,357061,T401,N,0303P,,Q,O,46-30,46th Rd,,01/05/0001 12:00:00 PM,408,c4,,YYYYYYY,,,WHITE,,2001,,0,O 41,17-No Stand (exc auth veh),,,
7062950208,LWJ79J,NJ,PAS,08/01/2014,20,4DSD,LEXUS,T,17510,24890,13612,,0013,13,13,361030,T102,L,0240P,,NY,O,134,E 26th St,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,BLACK,,0,,0,01 6,20A-No Parking (Non-COM),,,
8011176766,EDB1274,NY,PAS,12/11/2014,37,SUBN,CHEVR,T,9140,26490,35690,,111,111,111,361061,T401,J,0245P,0228P,Q,F,213-16,39th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WHITE,,2003,421-8636,0,44 4,37-Expired Muni Meter,,,
7991980248,",",NY,PAS,06/13/2015,98,,,T,19330,0,0,,0025,25,25,355209,T103,A,0554P,,NY,I,N,E 119th St,10ft E/of 1st Ave,01/05/0001 12:00:00 PM,408,f2,,,,,,,0,,0,CC1,98-Obstructing Driveway,,,
7542396006,GNN6645,NY,PAS,08/02/2014,21,4DSD,NISSA,T,56530,27530,29830,,0084,84,84,353993,T301,X,0751A,,K,O,52,Livingston St,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,GY,,0,,0,03 3,21-No Parking (street clean),,,
1379157341,59802MD,NY,COM,03/23/2015,14,SUBN,CHEVR,P,0,0,0,,0094,94,94,935794,0094,0000,1248P,,K,,,S/S KENT ST,30 FT W/O WEST ST,01/05/0001 12:00:00 PM,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2003,-,0,,,,,
7991982014,GWV4086,NY,PAS,06/17/2015,46,SUBN,DODGE,T,35210,15710,11710,,0020,20,20,355220,T103,M,0851P,,NY,F,140,W 72nd St,,01/05/0001 12:00:00 PM,408,f1,,,,,RED,,2012,,0,C 77,46A-Double Parking (Non-COM),,,
8014173454,F40ART,NJ,PAS,02/10/2015,21,4DSD,TOYOT,T,31830,20530,64330,,0084,84,84,361328,T301,H,0954A,,K,F,214,Dean St,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,WHITE,,0,,0,01 3,21-No Parking (street clean),,,
7575404508,FER2259,NY,PAS,07/16/2014,38,PICK,FORD,T,17640,0,0,,103,103,103,355054,T402,L,1121A,,Q,I,S,87th Dr,40ft W/of Little Nec,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BL,,2007,,0,A 42,38-Failure to Display Muni Rec,,,
1377940548,GPP7364,NY,PAS,08/06/2014,14,SDN,BMW,P,39630,73690,56730,,0067,67,67,953460,0067,0000,0835A,,NY,F,118,ERASMUS ST,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,GY,0,2012,-,0,,,,,
7942324874,XAMN62,NJ,PAS,11/14/2014,20,VAN,FORD,T,0,0,0,,0009,9,9,355562,T101,D,0124P,1200P,NY,I,E,Avenue A,0ft N/of St Marks Pl,,408,d,,YYYYYYY,,,WHITE,,0,,0,70 1,20-No Parking (Com Plate),,,
8044454354,GXD7069,NY,PAS,06/04/2015,37,SUBN,CADIL,T,5940,23290,39190,,109,109,109,361025,T401,N,0118P,1231P,Q,F,150-34,14th Ave,,,408,h1,,Y,0900A,0700P,GY,,2015,438-3129,0,C 41,37-Expired Muni Meter,,,
8001045638,GDV5802,NY,PAS,05/21/2015,37,SUBN,AUDI,T,13610,17350,17370,,0013,13,13,361379,T102,J,0341P,0913A,NY,O,881,Broadway,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BL,,2013,335-3018,0,08 6,37-Expired Muni Meter,,,
7715860773,GPW2530,NY,PAS,07/22/2014,46,4DSD,TOYOT,T,13610,37010,37030,,0030,30,30,356549,T103,K,1159A,,NY,F,3891,Broadway,,01/05/0001 12:00:00 PM,408,f1,,,,,BLUE,,0,,0,22 7,46A-Double Parking (Non-COM),,,
8023364467,EXE7437,NY,PAS,04/28/2015,21,SUBN,LEXUS,T,9030,5780,5880,,0072,72,72,357095,T302,G,1205P,,K,F,764,49th St,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,GY,,2005,,0,45 3,21-No Parking (street clean),,,
8007688729,JSG6864,PA,PAS,05/17/2015,14,2DSD,ACURA,T,24290,51090,28265,,103,103,103,353159,T402,J,0306P,,Q,F,92-01,165th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BLACK,,0,,0,02 4,14-No Standing,,,
7829535012,37033JV,NY,COM,07/29/2014,46,DELV,INTER,T,11010,34110,34130,,0010,10,10,352036,T102,E,1145A,1200P,NY,F,118,10th Ave,,01/05/0001 12:00:00 PM,408,F1,,,,,WH,,2007,,0,08 6,46B-Double Parking (Com-100Ft),,,
7095674401,ERJ8036,NY,PAS,07/02/2014,14,SUBN,SUBAR,T,68020,21520,26070,,0040,40,40,352973,T201,I,0506P,,BX,O,2799B,3rd Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH/,,1998,,0,Z2 2,14-No Standing,,,
7305589469,AE61375,PA,PAS,09/13/2014,48,DELV,FRUEH,T,34790,10510,10610,,0018,18,18,359607,T106,D,0919A,,NY,F,130,W 51st St,,01/05/0001 12:00:00 PM,408,e9,,,,,BLACK,,0,,0,25 6,48-Bike Lane,,,
7013343407,16699MG,NY,COM,02/27/2015,14,VAN,FORD,T,35430,15710,11710,,0020,20,20,355325,T103,CC,1029A,,NY,F,136,W 83rd St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,0,,0,48 7,14-No Standing,,,
8005760048,75225JW,NY,COM,07/30/2014,48,DELV,FRUEH,T,20110,0,0,,0084,84,84,358114,T301,B,0153P,,K,I,N,Boerum Pl,50ft E/of Livingston,01/05/0001 12:00:00 PM,408,e9,,,,,BROWN,,2007,,0,01 3,48-Bike Lane,,,
8007633560,FWB1305,OH,PAS,12/04/2014,38,SUBN,DODGE,T,23230,85230,44930,,0090,90,90,358114,T301,B,0402P,,K,O,714,Broadway,,01/05/0001 12:00:00 PM,408,h1,,YYYYYYY,0900A,0700P,RED,,0,,0,15 3,38-Failure to Display Muni Rec,,,
7940365710,EJM6655,NY,PAS,10/02/2014,70,SUBN,ME/BE,T,34010,21790,33390,,0006,6,6,355619,T101,C,1042A,,NY,F,336,W 12th St,,01/05/0001 12:00:00 PM,408,j3,,,,,BLACK,,0,,0,28 1,70-Reg. Sticker Missing (NYS),,,
7494017562,GTB3259,NY,PAS,12/23/2014,20,4DSD,CADIL,T,8440,53390,65490,,109,109,109,338902,T740,E,0225P,,Q,F,139-30,34th Ave,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0700A,0600P,WH,,2010,,0,01 6,20A-No Parking (Non-COM),,,
7006254115,GNY2820,NY,PAS,07/31/2014,37,SUBN,DODGE,T,61090,18090,38390,,110,110,110,359327,T401,F,0519P,0501P,Q,F,89-14,Roosevelt Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2008,412-2321,0,19-P,37-Expired Muni Meter,,,
8014877706,EVNR,NJ,PAS,03/27/2015,37,4DSD,VOLKS,T,11710,26590,36230,,0026,26,26,356300,T103,G,0419P,0413P,NY,F,1268,Amsterdam Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WHITE,,0,138-9706,0,53 7,37-Expired Muni Meter,,,
8026401682,FHM2170,NY,PAS,03/20/2015,37,SUBN,MERCU,T,13440,59990,19090,,112,112,112,356560,T401,G,0115P,1252P,Q,F,97-09,64th Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BLACK,,2003,417-3087,0,53-P,37-Expired Muni Meter,,,
8012356545,T647874C,NY,OMT,10/08/2014,9,4DSD,TOYOT,T,17770,10110,0,,0017,17,17,361134,T102,C,0842A,,NY,X,,E 39th St,2nd Ave,01/05/0001 12:00:00 PM,408,e1,,,,,BK,,2014,,0,MC 9,09-Blocking the Box,,,
8009353085,11604,NY,COM,12/19/2014,14,VAN,CHEVR,T,0,0,0,,0068,68,68,356174,T302,O,1204P,,K,I,N,Ft Hamilton Pky,0ft E/of Marine Ave,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,2007,,0,21 3,14-No Standing,,,
7708390140,EBITDA2,NJ,PAS,08/08/2014,21,4DSD,AUDI,T,25390,19290,19310,,0025,25,25,347593,T103,B,0841A,,NY,F,1787,Madison Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,GREY,,0,,0,E 77,21-No Parking (street clean),,,
8003136210,89732JV,NY,COM,10/13/2014,14,VAN,DODGE,T,18030,0,0,,0018,18,18,351311,T106,H,0331P,,NY,I,S,E 52nd St,25ft W/of Lexington,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,2006,,0,99 6,14-No Standing,,,
7637853743,GGT6886,NY,PAS,05/23/2015,21,SUBN,JEEP,T,74690,23520,36320,,0046,46,46,354094,T201,S,0847A,,BX,F,37,W 183rd St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,RD,,2002,,0,I 21,21-No Parking (street clean),,,
